Record Date,FEI Number,Legal Name,Record Type,Date Posted,Download,Record ID
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78246/download,270450
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78247/download,270519
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78248/download,270517
07/24/2015,3003194604,"Actavis Laboratories FL, Inc.",483,01/17/2024,https://www.fda.gov/media/70106/download,270164
07/11/2015,3003244004,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/85309/download,270430
07/10/2015,3003254930,Axium Healthcare Pharmacy dba Balanced Solutions Compounding,483,01/17/2024,https://www.fda.gov/media/85794/download,270662
07/23/2015,3003316042,"Custom RX LLC, dba Custom RX Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/89977/download,270238
09/01/2016,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/86620/download,270694
09/01/2016,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/94287/download,270090
08/21/2017,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/107326/download,269813
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79779/download,270476
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79787/download,270477
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79791/download,270473
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79800/download,270445
07/10/2015,3003381432,"Martin Avenue Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/89347/download,270735
07/22/2015,3003426453,"Stanislaw R Burzynski, MD",483,01/17/2024,https://www.fda.gov/media/87417/download,270306
10/19/2016,3003429652,Strohecker's Pharmacy,483,01/17/2024,https://www.fda.gov/media/101060/download,269937
07/10/2015,3003431252,"Lowlyn Pharmacies, Inc",483,01/17/2024,https://www.fda.gov/media/85800/download,270664
07/17/2015,3003432602,Hunter Holmes McGuire Veterans Admin Medical Center,483,01/17/2024,https://www.fda.gov/media/91763/download,270319
11/22/2016,3003432602,Hunter Holmes McGuire Veterans Affairs Medical Center,483,01/17/2024,https://www.fda.gov/media/101442/download,269916
07/10/2015,3003434971,"Leiter's Cambrian Park Drugs, Inc.",483,01/17/2024,https://www.fda.gov/media/87142/download,270729
07/23/2015,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/90695/download,270261
07/23/2015,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/90698/download,270260
03/23/2016,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/88066/download,270031
10/24/2018,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/111291/download,269742
09/01/2016,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/89982/download,270745
09/01/2016,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/97132/download,270020
04/24/2017,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/104358/download,269873
08/08/2016,3003531601,Michigan Medicine,483,01/17/2024,https://www.fda.gov/media/99038/download,269978
07/10/2015,3003540518,"Hudson Egg Farm, LLC",483,01/17/2024,https://www.fda.gov/media/83432/download,270412
07/23/2015,3003542383,"Diamondback Drugs of Delaware, LLC",483,01/17/2024,https://www.fda.gov/media/89571/download,270237
07/11/2015,3003550969,Vintage Cheese Company,483,01/17/2024,https://www.fda.gov/media/79910/download,270443
07/11/2015,3003550969,Vintage Cheese Company,483,01/17/2024,https://www.fda.gov/media/80008/download,270533
07/10/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84618/download,270692
07/24/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84609/download,270168
07/24/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84684/download,270185
10/29/2015,3003644883,"ARL Biopharma, Inc. dba Analytical Research Laboratories",483,01/17/2024,https://www.fda.gov/media/86626/download,270698
10/25/2016,3003684822,University Of Rochester Medical Center,483,01/17/2024,https://www.fda.gov/media/100779/download,269922
09/01/2016,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/93685/download,270129
11/06/2017,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/107360/download,269769
02/25/2016,3003693389,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/96163/download,270051
07/23/2015,3003718003,Essential Pharmacy Compounding,483,01/17/2024,https://www.fda.gov/media/92288/download,270312
05/22/2018,3003718003,Essential Pharmacy Compounding LLC,483,01/17/2024,https://www.fda.gov/media/107172/download,269808
10/06/2015,3003780900,"People's Custom Rx and Clinical Care, LLC",483,01/17/2024,https://www.fda.gov/media/93597/download,270123
07/20/2018,3003780900,"People's Custom Rx and Clinical Care, LLC",483,01/17/2024,https://www.fda.gov/media/114343/download,269692
08/03/2017,3003785869,Pharmacy Specialists of Central FL,483,01/17/2024,https://www.fda.gov/media/106401/download,269833
07/28/2015,3003843509,Johnson & Johnson Surgical Vision Inc,483,01/17/2024,https://www.fda.gov/media/69966/download,270152
07/11/2015,3003925188,University of Illinois @ Urbana - Champaign,483,01/17/2024,https://www.fda.gov/media/70669/download,270492
09/23/2015,3003950641,"InvaGen Pharmaceuticals, Inc.",483,01/17/2024,https://www.fda.gov/media/93665/download,270124
12/22/2017,3003987288,"People's Pharmacy, Inc",483,01/17/2024,https://www.fda.gov/media/109711/download,269760
07/11/2015,3004016623,"Pearl Valley Eggs, Inc",483,01/17/2024,https://www.fda.gov/media/82906/download,270423
07/10/2015,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/87071/download,270726
06/08/2018,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/98539/download,270000
10/24/2018,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/104654/download,269889
07/24/2015,3004106764,"Able Laboratories, Inc.",483,01/17/2024,https://www.fda.gov/media/70711/download,270149
01/05/2016,3004107906,INCELL Corporation LLC,483,01/17/2024,https://www.fda.gov/media/94875/download,270069
10/25/2016,3004123934,Umass Memorial Medical Center Stem Cell Cryopreservation Lab,483,01/17/2024,https://www.fda.gov/media/100775/download,269927
07/10/2015,3004146124,"University Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/85312/download,270658
07/10/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/84921/download,270655
10/05/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/93495/download,270120
11/04/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/94440/download,270100
10/24/2018,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/110466/download,269748
07/10/2015,3004182921,"Impax Laboratories, LLC.",483,01/17/2024,https://www.fda.gov/media/85477/download,270666
07/10/2015,3004182921,"Impax Laboratories, LLC.",483,01/17/2024,https://www.fda.gov/media/85480/download,270667
07/23/2015,3004252720,Thumb Oilseed Producers' Cooperative,483,01/17/2024,https://www.fda.gov/media/78589/download,270224
07/10/2015,3004284274,Cal-Maine Foods Inc.,483,01/17/2024,https://www.fda.gov/media/83798/download,270388
07/11/2015,3004285422,Cal-Maine Foods Inc,483,01/17/2024,https://www.fda.gov/media/83012/download,270592
07/10/2015,3004298859,Cal-Maine Foods Inc.,483,01/17/2024,https://www.fda.gov/media/83802/download,270387
07/10/2015,3004327090,"Cal-Maine Foods, Inc.",483,01/17/2024,https://www.fda.gov/media/83428/download,270636
07/10/2015,3004335840,"Green Valley Poultry Farm, Inc.",483,01/17/2024,https://www.fda.gov/media/83671/download,270361
07/10/2015,3004348077,"Diamond Pet Foods, LLC",483,01/17/2024,https://www.fda.gov/media/83620/download,270399
07/11/2015,3004348077,"Diamond Pet Foods, LLC",483,01/17/2024,https://www.fda.gov/media/70695/download,270509
07/23/2015,3004354976,Hillandale Iowa II LLP,483,01/17/2024,https://www.fda.gov/media/78979/download,270250
07/26/2017,3004358166,"Tiberius, Inc.",483,01/17/2024,https://www.fda.gov/media/106108/download,269838
07/17/2015,3004378804,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/89200/download,270749
07/10/2015,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,01/17/2024,https://www.fda.gov/media/83460/download,270353
07/11/2015,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,01/17/2024,https://www.fda.gov/media/81524/download,270561
07/11/2015,3004382194,"Rose Acre Farms, Inc. dba Stuart Egg Farm",483,01/17/2024,https://www.fda.gov/media/82813/download,270584
07/11/2015,3004387061,Sparboe Farms Inc.,483,01/17/2024,https://www.fda.gov/media/81771/download,270565
07/11/2015,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,01/17/2024,https://www.fda.gov/media/81760/download,270563
07/11/2015,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,01/17/2024,https://www.fda.gov/media/81775/download,270566
07/23/2015,3004392984,Estrella Family Creamery,483,01/17/2024,https://www.fda.gov/media/79498/download,270264
07/11/2015,3004400214,"Hillandale Farms Conn, LLC",483,01/17/2024,https://www.fda.gov/media/79758/download,270474
07/11/2015,3004401173,"Dorothy Egg Farms, LLC",483,01/17/2024,https://www.fda.gov/media/79865/download,270541
07/10/2015,3004407863,"Central Admixture Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/85451/download,270679
07/10/2015,3004407863,"Central Admixture Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/88738/download,270732
08/20/2018,3004451721,Good Day Pharmacy,483,01/17/2024,https://www.fda.gov/media/115117/download,269681
07/10/2015,3004479392,Valley Fresh Foods Inc - Briarwood Farms,483,01/17/2024,https://www.fda.gov/media/83940/download,270365
05/23/2018,3004483427,"Lynnfield Drug, Inc. dba Freedom Fertility Pharmacy",483,01/17/2024,https://www.fda.gov/media/111873/download,269729
07/10/2015,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/87156/download,270343
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101055/download,269915
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101212/download,269918
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101338/download,269917
04/19/2018,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/106814/download,269824
04/19/2018,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/112675/download,269721
07/10/2015,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/84939/download,270661
10/27/2015,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/94739/download,270104
06/11/2018,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/113573/download,269700
08/08/2017,3004486825,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",483,01/17/2024,https://www.fda.gov/media/106706/download,269825
11/22/2017,3004488698,Keystone Pharmacy,483,01/17/2024,https://www.fda.gov/media/109080/download,269765
07/23/2015,3004490277,Nature's Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/87714/download,270212
10/25/2016,3004492321,Indiana University Hospital,483,01/17/2024,https://www.fda.gov/media/100764/download,269919
07/10/2015,3004497213,Oakdell Compounding Pharmacy LLC,483,01/17/2024,https://www.fda.gov/media/85347/download,270693
03/02/2018,3004497213,Oakdell Compounding Pharmacy LLC,483,01/17/2024,https://www.fda.gov/media/104444/download,269884
08/05/2015,3004504906,"Techni Med, Inc. dba The Compounder",483,01/17/2024,https://www.fda.gov/media/93052/download,270140
02/21/2018,3004504906,"Techni Med, Inc. dba The Compounder",483,01/17/2024,https://www.fda.gov/media/110779/download,269740
04/12/2017,3004513970,Resource Optimization & Innovation LLC,483,01/17/2024,https://www.fda.gov/media/102401/download,269907
04/22/2016,3004514280,Professional Arts Pharmacy,483,01/17/2024,https://www.fda.gov/media/97360/download,270017
02/26/2018,3004514280,Professional Arts Pharmacy,483,01/17/2024,https://www.fda.gov/media/111280/download,269735
07/23/2015,3004549631,"Eagle Analytical Services, Inc.",483,01/17/2024,https://www.fda.gov/media/86611/download,270213
01/06/2016,3004562873,Valgene Incorporated dba Cape Drugs,483,01/17/2024,https://www.fda.gov/media/95216/download,270066
02/21/2018,3004562873,Valgene Incorporated dba Cape Drugs,483,01/17/2024,https://www.fda.gov/media/110787/download,269739
01/05/2016,3004575469,"Health Dimensions, Inc.",483,01/17/2024,https://www.fda.gov/media/89823/download,270068
10/16/2015,3004578527,Prescription Lab Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/94474/download,270114
02/01/2018,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,01/17/2024,https://www.fda.gov/media/92094/download,269746
02/06/2018,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,01/17/2024,https://www.fda.gov/media/110612/download,269744
07/23/2015,3004580127,"Wood’s Pharmacy, Inc., dba The Medicine Shoppe",483,01/17/2024,https://www.fda.gov/media/90713/download,270290
03/01/2016,3004584703,"Clark Professional Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/96412/download,270050
07/23/2015,3004593468,Coram Healthcare Corp. of Indiana,483,01/17/2024,https://www.fda.gov/media/90764/download,270271
08/08/2017,3004593468,Coram Healthcare Corp. of Indiana,483,01/17/2024,https://www.fda.gov/media/106206/download,269849
07/10/2015,3004596923,HHCS Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/89979/download,270744
02/08/2016,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/95583/download,270060
11/22/2017,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/108726/download,269768
07/23/2015,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/89608/download,270262
07/23/2015,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/91050/download,270284
04/12/2017,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/100072/download,269951
06/15/2017,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/104879/download,269857
09/16/2015,3004600183,"Millers of Wyckoff, Inc.",483,01/17/2024,https://www.fda.gov/media/93742/download,270126
07/24/2017,3004600183,"Millers of Wyckoff, Inc.",483,01/17/2024,https://www.fda.gov/media/106479/download,269843
09/14/2015,3004603767,JD & SN Inc.,483,01/17/2024,https://www.fda.gov/media/93503/download,270125
10/02/2017,3004603767,JD & SN Inc.,483,01/17/2024,https://www.fda.gov/media/107389/download,269779
01/09/2017,3004610520,Loop Plaza Pharmacy Company DBA Loop Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/102414/download,269908
07/23/2015,3004611372,Merissa Corp. dba Johnson Compounding and Wellness,483,01/17/2024,https://www.fda.gov/media/92467/download,270305
03/28/2016,3004613997,"Walter's Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/96772/download,270028
07/10/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/85619/download,270668
07/10/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/86687/download,270711
07/11/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/85611/download,270431
07/11/2015,3004669670,Sparboe Farms / Prairie Complex,483,01/17/2024,https://www.fda.gov/media/82302/download,270472
07/10/2015,3004679506,"Minnich Poultry, LLC",483,01/17/2024,https://www.fda.gov/media/82949/download,270417
07/23/2015,3004709093,Lato Drug Co. Inc. dba Post Haste Pharmacy,483,01/17/2024,https://www.fda.gov/media/91458/download,270298
07/23/2015,3004714346,UCSF Home Therapy Services,483,01/17/2024,https://www.fda.gov/media/89615/download,270268
07/10/2015,3004795826,Norco Ranch - E&M Ranch,483,01/17/2024,https://www.fda.gov/media/83311/download,270396
07/23/2015,3004839646,JCB Laboratories LLC,483,01/17/2024,https://www.fda.gov/media/85436/download,270196
02/23/2016,3004839646,JCB Laboratories LLC,483,01/17/2024,https://www.fda.gov/media/96187/download,270053
07/23/2015,3004884943,"Spinal Solutions, LLC",483,01/17/2024,https://www.fda.gov/media/90009/download,270221
07/17/2015,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,01/17/2024,https://www.fda.gov/media/89818/download,270746
07/21/2017,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,01/17/2024,https://www.fda.gov/media/106053/download,269846
07/10/2015,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/85343/download,270656
02/11/2016,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/90268/download,270245
02/11/2016,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/91779/download,270320
10/02/2017,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/107034/download,269785
12/03/2015,3004971302,"Auxigen Pharmaceutical, LLC",483,01/17/2024,https://www.fda.gov/media/94848/download,270089
12/03/2015,3004971302,"Auxigen Pharmaceutical, LLC",483,01/17/2024,https://www.fda.gov/media/94853/download,270088
08/03/2017,3004995630,"Joe Wise Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/106405/download,269831
09/12/2017,3005011132,"First Call Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/107284/download,269804
07/23/2015,3005031360,"McGuff Compounding Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/90703/download,270280
04/18/2016,3005051736,"Pharmedium Services, LLC",483,01/17/2024,https://www.fda.gov/media/96675/download,270018
05/09/2018,3005051736,"Pharmedium Services, LLC",483,01/17/2024,https://www.fda.gov/media/112997/download,269715
07/23/2015,3005084110,"Advanced Physician Solutions, Inc.",483,01/17/2024,https://www.fda.gov/media/91230/download,270289
07/23/2015,3005090079,Peanut Corporation of America (PCA),483,01/17/2024,https://www.fda.gov/media/74784/download,270201
03/02/2017,3005098811,Simplot Frozen Vegetables LLC,483,01/17/2024,https://www.fda.gov/media/97963/download,270011
07/11/2015,3005101424,Stryker Craniomaxillofacial Division,483,01/17/2024,https://www.fda.gov/media/77347/download,270495
07/11/2015,3005101424,Stryker Craniomaxillofacial Division,483,01/17/2024,https://www.fda.gov/media/77372/download,270449
10/29/2015,3005115360,Dynalabs LLC,483,01/17/2024,https://www.fda.gov/media/86617/download,270709
07/23/2015,3005124205,Clinical Apothecaries,483,01/17/2024,https://www.fda.gov/media/87710/download,270209
02/17/2017,3005144312,"Civic Center Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/91279/download,269896
04/24/2017,3005144312,"Civic Center Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/104246/download,269872
07/23/2015,3005180755,"Coastal Meds, LLC",483,01/17/2024,https://www.fda.gov/media/90683/download,270258
11/07/2015,3005180755,"Coastal Meds, LLC",483,01/17/2024,https://www.fda.gov/media/94787/download,270099
10/24/2018,3005180755,"Coastal Meds, LLC",483,01/17/2024,https://www.fda.gov/media/112298/download,269717
01/26/2016,3005231215,Dorneyville Pharmacy,483,01/17/2024,https://www.fda.gov/media/95497/download,270062
07/10/2015,3005231248,"Corden Pharma Boulder, Inc.",483,01/17/2024,https://www.fda.gov/media/85604/download,270675
07/11/2015,3005231248,"Corden Pharma Boulder, Inc.",483,01/17/2024,https://www.fda.gov/media/82442/download,270425
01/10/2017,3005247494,Advanced Pharma Inc.,483,01/17/2024,https://www.fda.gov/media/99872/download,269968
10/05/2015,3005256616,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/93914/download,270118
04/16/2018,3005256616,"Chen Shwezin, Inc. dba Park Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/112689/download,269720
07/10/2015,3005287250,"Region Care, Inc.",483,01/17/2024,https://www.fda.gov/media/88238/download,270713
06/17/2016,3005287250,"Region Care, Inc.",483,01/17/2024,https://www.fda.gov/media/98321/download,269991
10/25/2016,3005310193,Advocate Lutheran General Hospital,483,01/17/2024,https://www.fda.gov/media/100759/download,269931
07/10/2015,3005331940,"Peoples Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/89254/download,270342
12/22/2017,3005331940,"Peoples Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/109728/download,269758
07/11/2015,3005332266,Armstrong Farms Inc.,483,01/17/2024,https://www.fda.gov/media/82897/download,270424
12/17/2015,3005364771,Foundation Care LLC,483,01/17/2024,https://www.fda.gov/media/85394/download,270073
08/21/2017,3005457901,Gipsco Investment Corp,483,01/17/2024,https://www.fda.gov/media/107068/download,269817
12/15/2015,3005468616,Jones Drug Company Inc. dba Reed’s Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/94989/download,270085
12/15/2015,3005468616,Jones Drug Company Inc. dba Reed’s Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/95311/download,270083
09/08/2016,3005471681,"Partners In Care, Inc.",483,01/17/2024,https://www.fda.gov/media/99793/download,269957
04/07/2017,3005471681,"Partners In Care, Inc.",483,01/17/2024,https://www.fda.gov/media/104418/download,269890
07/23/2015,3005472652,VP Pharmacy Partners LLC,483,01/17/2024,https://www.fda.gov/media/90707/download,270294
04/24/2017,3005472652,VP Pharmacy Partners LLC,483,01/17/2024,https://www.fda.gov/media/104627/download,269876
09/01/2016,3005529620,"Abbott's Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/95903/download,270057
10/23/2015,3005530267,"BBS Pharmacy, Inc. dba B&B Pharmacy",483,01/17/2024,https://www.fda.gov/media/94270/download,270108
10/23/2015,3005530267,"BBS Pharmacy, Inc. dba B&B Pharmacy",483,01/17/2024,https://www.fda.gov/media/94413/download,270110
07/23/2015,3005537938,Won Feng Trading Inc,483,01/17/2024,https://www.fda.gov/media/77791/download,270210
07/22/2015,3005553411,Burzynski Research Institute,483,01/17/2024,https://www.fda.gov/media/87429/download,270308
07/10/2015,3005579246,"Hospira Boulder, Inc.",483,01/17/2024,https://www.fda.gov/media/85587/download,270673
07/10/2015,3005579246,"Hospira Boulder, Inc.",483,01/17/2024,https://www.fda.gov/media/85596/download,270672
12/22/2015,3005580627,"Oregon Compounding Centers, Inc.",483,01/17/2024,https://www.fda.gov/media/89547/download,270070
09/01/2016,3005580627,"Oregon Compounding Centers, Inc.",483,01/17/2024,https://www.fda.gov/media/90037/download,270071
07/11/2015,3005615655,"Jazz Pharmaceuticals, Inc",483,01/17/2024,https://www.fda.gov/media/82100/download,270577
07/23/2015,3005623291,"D.R. Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/91487/download,270301
10/21/2016,3005630265,"Pensacola Apothecary, Inc.  DBA Everwell Specialty Pharmacy",483,01/17/2024,https://www.fda.gov/media/100566/download,269934
12/17/2015,3005636558,"Northern New England Compounding Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/90625/download,270076
02/16/2016,3005664940,Buderer Drug Company Inc,483,01/17/2024,https://www.fda.gov/media/95605/download,270055
09/12/2017,3005664940,Buderer Drug Company Inc,483,01/17/2024,https://www.fda.gov/media/106809/download,269810
07/11/2015,3005724763,"CooperVision, Inc.",483,01/17/2024,https://www.fda.gov/media/82483/download,270465
07/10/2015,3005727550,Belmar Pharmacy,483,01/17/2024,https://www.fda.gov/media/92848/download,270339
07/23/2015,3005734706,MasterPharm LLC,483,01/17/2024,https://www.fda.gov/media/92880/download,270314
02/28/2017,3005734706,MasterPharm LLC,483,01/17/2024,https://www.fda.gov/media/103104/download,269900
07/23/2015,3005758901,Burklow Pharmacy,483,01/17/2024,https://www.fda.gov/media/91478/download,270299
12/23/2016,3005823862,DCA Inc. dba Beacon Prescriptions,483,01/17/2024,https://www.fda.gov/media/101661/download,269912
07/10/2015,3005855878,M. G. Waldbaum Company,483,01/17/2024,https://www.fda.gov/media/83415/download,270355
07/10/2015,3005881167,"Ameridose, LLC",483,01/17/2024,https://www.fda.gov/media/84656/download,270654
07/24/2015,3005881167,"Ameridose, LLC",483,01/17/2024,https://www.fda.gov/media/84406/download,270172
07/06/2017,3006014626,Medistat RX L.L.C.,483,01/17/2024,https://www.fda.gov/media/91010/download,270281
07/06/2017,3006014626,Medistat RX L.L.C.,483,01/17/2024,https://www.fda.gov/media/94559/download,270097
08/22/2016,3006031801,US Compounding Inc,483,01/17/2024,https://www.fda.gov/media/99557/download,269967
09/01/2016,3006031801,US Compounding Inc,483,01/17/2024,https://www.fda.gov/media/93695/download,270130
09/14/2017,3006031801,US Compounding Inc,483,01/17/2024,https://www.fda.gov/media/88289/download,269791
04/14/2017,3006089725,Puget Sound Drug Corporation dba Key Pharmacy and Compounding Center,483,01/17/2024,https://www.fda.gov/media/104475/download,269877
12/10/2015,3006101483,"SaveWay Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/94979/download,270084
08/08/2017,3006101483,"SaveWay Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/106696/download,269826
09/23/2016,3006141618,"Town and Country Compounding and Consultation Services, LLC",483,01/17/2024,https://www.fda.gov/media/100127/download,269949
09/01/2016,3006164918,Reliable Rexall-A Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/96827/download,270016
09/01/2016,3006164918,Reliable Rexall-A Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/97658/download,270015
07/11/2015,3006208348,"Reedsburg Egg Company, Inc.",483,01/17/2024,https://www.fda.gov/media/82887/download,270588
07/10/2015,3006228598,Wells Pharmacy Network LLC,483,01/17/2024,https://www.fda.gov/media/88059/download,270710
07/10/2015,3006228598,Wells Pharmacy Network LLC,483,01/17/2024,https://www.fda.gov/media/89361/download,270736
07/17/2015,3006228598,Wells Pharmacy Network LLC,483,01/17/2024,https://www.fda.gov/media/86720/download,270699
10/04/2016,3006228598,Wells Pharmacy Network LLC,483,01/17/2024,https://www.fda.gov/media/100171/download,269939
07/26/2018,3006228598,Wells Pharmacy Network LLC,483,01/17/2024,https://www.fda.gov/media/114926/download,269688
10/27/2015,3006231732,"Theranos, Inc.",483,01/17/2024,https://www.fda.gov/media/94712/download,270107
07/10/2015,3006306504,"FVS Holdings, Inc. dba. Green Valley Drugs",483,01/17/2024,https://www.fda.gov/media/85519/download,270683
07/11/2015,3006311680,IV Solutions of Lubbock,483,01/17/2024,https://www.fda.gov/media/85788/download,270429
10/16/2015,3006311680,IV Solutions of Lubbock,483,01/17/2024,https://www.fda.gov/media/94495/download,270113
07/23/2015,3006316363,"Resilience US, Inc.",483,01/17/2024,https://www.fda.gov/media/78284/download,270226
07/21/2016,3006317860,"Ballard Plaza Pharmacy I, Inc.",483,01/17/2024,https://www.fda.gov/media/99413/download,269981
07/11/2015,3006345305,Avella  of Deer Valley dba Avella Specialty Pharmacy,483,01/17/2024,https://www.fda.gov/media/85318/download,270506
